"관리번호","무인민원발급기명","설치장소주소","설치장소상세위치","평일시작시분","평일종료시분","휴일시작시분","휴일종료시분","운영시간참고내용","설치운영URL","사용여부명","장애인편의발급기형태","시각장애인용키패드","시각장애인용음성안내","청각장애인용화면안내","점자라벨부착","이어폰소켓","촉각(전자)모니터","화면확대기능","휠체어탄사용자조작","최종수정일자"
"519","반포세무서","서울특별시 서초구 방배로 163(방배동)[서울특별시 서초구 방배동 874번지 4호]","1층 로비","09:00 ","18:00 ","      ","      ","야간, 주말 및 공휴일 등 근무시간 외에는 이용 불가","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:47:01"
"516","양천구청_민원실2","서울특별시 양천구 목동동로 105(신정동)[서울특별시 양천구 신정동 321번지 4호]","1층 현관","00:00 ","2400  ","00:00 ","2400  ","","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"410","새마을금고_신오","서울특별시 양천구 목동남로4길 26(신정동)[서울특별시 양천구 신정동 175번지 6호]","1층사무실","09:00 ","16:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"517","성산1동주민센터","서울특별시 마포구 성산로4길 15(성산동)[서울특별시 마포구 성산동 275번지 3호]","1층 민원실","08:00 ","20:00 ","      ","      ","2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 11:07:28"
"405","망원1동주민센터","서울특별시 마포구 포은로6길 10(망원동)[서울특별시 마포구 망원동 403번지 2호]","망원1동 주민센터 입구","08:00 ","20:00 ","      ","      ","2021.4.1. 운영시간 변경","https://www.mapo.go.kr/site/main/content/mapo01010202","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-24 10:58:21"
"412","진관동주민센터2","서울특별시 은평구 진관2로 31(진관동)","진관동 주민센터 1층 민원실 입구","08:00 ","19:00 ","      ","      ","토.일요일 및 공휴일 미운영","http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000000763","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-10 17:20:46"
"521","시흥5동 주민센터","서울특별시 금천구 금하로24길 6, 시흥5동 복합청사 (시흥동)","시흥5동 주민센터 1층 로비","09:00 ","18:00 ","      ","      ","등기부등본, 가족관계등록서류 평일 09:00~18:00 이용","http://www.geumcheon.go.kr/html/048/048001005.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-27 11:19:37"
"508","가락2동주민센터","서울특별시 송파구 중대로20길 6, 가락2동주민센터 (가락동)","1층 민원실 내부","09:00 ","18:00 ","      ","      ","","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-21 16:52:19"
"513","아산병원 서관","서울특별시 송파구 올림픽로43길 88(풍납동)","서울아산병원 서관 응급실옆","00:00 ","2400  ","00:00 ","2400  ","365일 24시간(03:30~04:10 시스템운영점검 일시중단)","https://www.songpa.go.kr/www/contents.do?key=2027&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-23 16:05:48"
"521","삼성동주민센터","서울특별시 관악구 호암로 589, 삼성동주민센터 (신림동)","주민센터내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-21 14:05:53"
"410","천호3동주민센터","서울특별시 강동구 진황도로23길 7 (천호동)","2층 민원실 입구","09:00 ","18:00 ","      ","      ","주말, 국경일 및 법정공휴일 발급불가","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-03-19 10:51:00"
"515","중앙동주민센터","서울특별시 관악구 양녕로6다길 7, 중앙동주민센터 1층 (봉천동)","주민센터 내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/1030104000000201651203.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-29 09:48:49"
"516","청림동주민센터","서울특별시 관악구 관악로40길 39, 청림동 주민센터 2층 (봉천동)","2층 주민센터 내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-29 09:48:39"
"511","중랑경찰서","서울특별시 중랑구 신내역로3길 40-10(신내동)[서울특별시 중랑구 신내동 810번지]","중랑경찰서 민원대기실 1층 로비","00:00 ","2400  ","00:00 ","2400  ","","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-09-02 09:55:45"
"519","상봉역","서울특별시 중랑구 망우로 297, 상봉역 (상봉동)","경춘선 라인 고객대기실 내부","06:00 ","23:00 ","06:00 ","23:00 ","상봉역사 운영시만 가능","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 14:32:10"
"517","망우마중 마을활력소","서울특별시 중랑구 용마산로 461(망우동)","망우마중 마을활력소 3층","09:00 ","18:00 ","      ","      ","","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 14:32:03"
"516","국민건강보험 중랑지사","서울특별시 중랑구 면목로 310, 8층 (면목동)","국민건강보험중랑지사(8층)","09:00 ","18:00 ","      ","      ","","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 14:31:57"
"510","중랑세무서","서울특별시 중랑구 망우로 176(망우동)","중랑세무서 1층 로비","09:00 ","18:00 ","      ","      ","","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 14:31:06"
"407","진관동주민센터 KIOSK","서울특별시 은평구 진관2로 31(진관동)[서울특별시 은평구 진관동 78번지]","진관동 주민센터 1층 민원실 입구","08:00 ","19:00 ","      ","      ","토.일요일 및 공휴일 미운영","http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000000763","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-19 19:33:00"
"415","상일2동주민센터","서울특별시 강동구 상일로6길 51, 다올빌딩 1층 (상일동)","동주민센터 입구","00:00 ","2400  ","00:00 ","2400  ","","https://www.gangdong.go.kr/site/contents/koRenew/html00/html04/index04.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-19 17:08:38"
"403","중계2.3동 주민센터","서울특별시 노원구 노원로17길 56(중계동)","중계2,3동 주민센터 1층 민원실 내","09:00 ","18:00 ","      ","      ","주말 및 공휴일 휴무","https://www.nowon.kr/www/minwon/minwon1/minwon1_04.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-21 11:01:51"
"505","망우본동주민센터","서울특별시 중랑구 망우로67길 10(망우동, 망우본동 복합청사)","망우본동주민센터 1층 민원실 앞","09:00 ","18:00 ","      ","      ","주말휴무","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200004","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-20 16:53:18"
"407","강북구청 민원실","서울특별시 강북구 덕릉로 138, 창강빌딩 (번동)","1층 민원여권과 민원실 입구 좌측","09:00 ","18:00 ","      ","      ","주말(공휴일) 휴무","http://www.gangbuk.go.kr/www/contents.do?key=58","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 17:40:51"
"505","응암제3동주민센 KIOSK","서울특별시 은평구 불광천길 410-17(응암동)[서울특별시 은평구 응암동 583번지 22호]","응암3동주민센터 내","08:00 ","19:00 ","      ","      ","토.일요일 및 공휴일 미운영","http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000000763","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-05-08 09:33:13"
"537","도림신협","서울특별시 영등포구 신길로 149(신길동)","365 코너","07:00 ","22:30 ","07:00 ","22:30 ","","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 11:23:09"
"534","신길4동주민센터","서울특별시 영등포구 신길로42길 1, 신길4동 공공복합청사 (신길동)","1층 좌측 출입구","00:00 ","2400  ","00:00 ","2400  ","","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-23 11:22:23"
"404","신월5동주민센터","서울특별시 양천구 화곡로4길 10(신월동)","신월5동주민센터 외부 부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","","제공","제공","제공","부착","제공","미제공","제공","가능","2025-04-17 15:14:48"
"108","사당2동주민센터","서울특별시 동작구 동작대로29길 52, 사당2동 주민센터 (사당동)","1층 우측입구","08:00 ","19:00 ","      ","      ","","https://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-23 10:14:52"
"508","녹번동주민센터2","서울특별시 은평구 은평로 195(녹번동)","녹번동주민센터 1층 민원실 입구 우측","08:00 ","19:00 ","      ","      ","토.일요일 및 공휴일 미운영","http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000000763","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-01 15:11:17"
"414","서울가정행정법원_민원실","서울특별시 서초구 강남대로 193(양재동)[서울특별시 서초구 양재동 25번지 3호]","1층 신한은행 옆","09:00 ","18:00 ","      ","      ","야간,주말 및 공휴일등 근무시간이외에는 이용불가","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-02-10 18:15:20"
"505","반포1동주민센터1","서울특별시 서초구 사평대로 273, 1층 (반포동, 반포1동주민센터)[서울특별시 서초구 반포동 20번지 48호 반포1동주민센터]","2층 민원실","08:00 ","21:00 ","      ","      ","야간, 주말 및 공휴일 등 근무시간 외에는 이용 불가","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-02-09 10:30:27"
"533","영등포구청2","서울특별시 영등포구 당산로 123, 영등포구청 (당산동3가)","구청 1층 민원실 민원여권과 앞","00:00 ","2400  ","00:00 ","2400  ","","http://www.ydp.go.kr/main/page.do?mCode=A010010000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:22:08"
"532","여의동현장민원실2","서울특별시 영등포구 국제금융로 10, 서울 국제금융 센터 (여의도동)","IFC몰 지하2층 입구 우측","08:00 ","18:30 ","      ","      ","","https://www.ydp.go.kr/www/contents.do?key=2679&","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-23 11:21:48"
"510","신정2동주민센터","서울특별시 양천구 신목로14길 5 (신정동)","2층","07:00 ","20:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","","제공","제공","제공","부착","제공","미제공","제공","가능","2025-03-20 16:34:05"
"101","용산구청","서울특별시 용산구 녹사평대로 150(이태원동)","용산구청 2층 민원실(부동산정보과 민원실 옆 우리은행창구 앞)","09:00 ","18:00 ","      ","      ","","http://www.yongsan.go.kr/pms/contents/contents.do?contseqn=1594&sitecdv=S0000600&decorator=user28OneClick&menucdv=01140000","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-20 12:19:30"
"525","신정역","서울특별시 양천구 오목로 지하179, 신정역 (신정동)","5번출구 지하1층","00:00 ","2400  ","00:00 ","2400  ","","https://www.yangcheon.go.kr/site/yangcheon/main.do","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"521","오목교역 KIOSK","서울특별시 양천구 오목로 지하 342(목동)","지하2층 11번 기둥앞","00:00 ","2400  ","00:00 ","2400  ","","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"515","새마을금고_금빛","서울특별시 양천구 신월로 188(신월동)[서울특별시 양천구 신월동 601번지 3호]","금빛새마을금고 본점 내부","09:00 ","16:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"409","서울출입국.외국인청","서울특별시 양천구 목동동로 151(신정동)[321번지]","1층 현관","09:00 ","18:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"501","보라매동주민센터","서울특별시 관악구 봉천로 279-8(봉천동)","민원실내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-29 09:37:41"
"402","동작구청 현관(신청사)","서울특별시 동작구 장승배기로 70 (상도동)","1층 게이트2번 방풍문 내","00:00 ","2400  ","00:00 ","2400  ","","http://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-09-03 09:51:31"
"408","동작구청 외부(신청사)","서울특별시 동작구 장승배기로 70 (상도동)","1층 게이트1 외부부스","00:00 ","2400  ","00:00 ","2400  ","","http://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-09-03 09:50:57"
"103","중앙대학교병원","서울특별시 동작구 흑석로 102(흑석동, 중앙대학교병원)[서울특별시 동작구 흑석동 224번지 1호]","본관 1층 로비","00:00 ","2400  ","00:00 ","2400  ","","http://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-31 16:05:30"
"403","숭실대입구역","서울특별시 동작구 상도로 378(상도1동)[서울특별시 동작구 상도1동 515번지]","지하 1층","05:00 ","2400  ","05:00 ","2400  ","","http://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-27 17:27:42"
"101","9호선노량진역","서울특별시 동작구 노량진로 지하130, 9호선 노량진역 (노량진동)","지하 1층","05:00 ","2400  ","05:00 ","2400  ","","http://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-27 17:26:21"
"411","동작구청 외부(구청사)","서울특별시 동작구 장승배기로 161 (노량진동)","본관 외부부스","00:00 ","2400  ","00:00 ","2400  ","","https://www.dongjak.go.kr/portal/main/contents.do?menuNo=200016","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-27 17:22:47"
"143","역삼1동주민센터2","서울특별시 강남구 역삼로7길 16(역삼동)[서울특별시 강남구 역삼동 829번지 20호]","역삼1동주민센터 1층 무인민원발급창구 민원인 기준 우측","08:30 ","18:30 ","      ","      ","365일 24시간 운영","http://www.gangnam.go.kr/contents/dispenser/1/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 10:17:31"
"411","강남보건소","서울특별시 강남구 선릉로 668, 강남구보건소,강남구립국제교육원 (삼성동)","출입구","09:00 ","18:00 ","      ","      ","","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:35"
"103","논현1동주민센터","서울특별시 강남구 학동로20길 25(논현동)[서울특별시 강남구 논현동 133번지 13호]","논현1동주민센터 1층 무인민원발급창구","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","http://www.gangnam.go.kr/contents/dispenser/1/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-27 16:40:00"
"510","화곡8동주민센터","서울특별시 강서구 곰달래로25길 45(화곡동)","화곡8동주민센터 내","09:00 ","21:00 ","09:00 ","13:00 ","금요일(09:00~18:00 단축운영)/일,공휴일 운영 안함","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-28 13:49:04"
"506","발산1동주민센터","서울특별시 강서구 강서로47길 54(내발산동)","1층 민원실 입구 옆 우측 입구","00:00 ","2400  ","00:00 ","2400  ","","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-28 13:49:04"
"412","북한산우이역","서울특별시 강북구 삼양로 지하676, 북한산우이역 (우이동)","북한산우이역 1번출구","06:00 ","2400  ","06:00 ","2400  ","","http://www.gangbuk.go.kr/www/contents.do?key=58","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-20 17:41:16"
"505","개포2동주민센터","서울특별시 강남구 개포로 511(개포동)[서울특별시 강남구 개포동 182번지]","개포2동주민센터 1층 무인민원발급창구","00:00 ","2400  ","00:00 ","2400  ","365일 24시간 운영","http://www.gangnam.go.kr/contents/dispenser/1/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-27 16:41:57"
"512","남가좌1동주민센터","서울특별시 서대문구 모래내로15길 37(남가좌동)","남가좌1동주민센터 1층 민원실","09:00 ","18:00 ","      ","      ","","http://www.sdm.go.kr/civil/print/automaic.do","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-27 13:04:52"
"424","성북동주민센터","서울특별시 성북구 성북로 37(성북동1가)","4층 주민센터 내","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-18 10:46:09"
"501","논현2동주민센터","서울특별시 강남구 학동로43길 17(논현동)[서울특별시 강남구 논현동 114번지 24호]","논현2동주민센터 1층 로비","08:30 ","18:30 ","      ","      ","토, 일요일 및 공휴일 발급불가","http://www.gangnam.go.kr/contents/dispenser/1/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-03 10:13:29"
"409","강남차병원","서울특별시 강남구 봉은사로 178, CHA 여성의학연구소 (역삼동)","1층","08:30 ","18:30 ","      ","      ","토요일운영시간 08:30~13:30","https://www.gangnam.go.kr/contents/dispenser/2/view.do?mid=FM010103","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-03 09:30:35"
"419","석관동주민센터","서울특별시 성북구 화랑로 296, 석관동 주민센터 (석관동)","출입구내 우측","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-27 09:34:47"
"504","가양역","서울특별시 강서구 양천로 지하 485(가양동)[가양동 14-61 가양역]","가양역 중앙홀","05:00 ","02:00 ","05:00 ","02:00 ","","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-28 10:08:25"
"522","염창역","서울특별시 강서구 공항대로 지하 631, 염창역 9호선 (염창동)","4번 출구","05:00 ","02:00 ","05:00 ","02:00 ","","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-08-26 09:33:29"
"408","양천세무서","서울특별시 양천구 목동동로 165(신정동)[서울특별시 양천구 신정동 319번지 양천세무서]","1층 민원실","09:00 ","18:00 ","      ","      ","주말 및 휴일 이용불가","http://www.yangcheon.go.kr/site/yangcheon/01/10101040000002016081013.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-07-13 08:50:20"
"410","안암동주민센터","서울특별시 성북구 고려대로 16, 안암동주민센터 (안암동2가)","안암동주민센터 1층","08:30 ","18:00 ","      ","      ","","https://www.sb.go.kr/PageLink.do?link=forward:use/PageContent.do&tempParam1=&menuNo=01000000&subMenuNo=01040000&thirdMenuNo=01040100&fourthMenuNo=","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-27 09:33:02"
"520","내곡열린문화센터","서울특별시 서초구 청계산로15길 77(신원동)","내곡열린문화센터 1층","00:00 ","2400  ","00:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:47:15"
"517","반포4동주민센터","서울특별시 서초구 사평대로28길 70(반포동)","반포4동주민센터 민원실내","00:00 ","2400  ","00:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-01-26 18:46:20"
"512","교대역","서울특별시 서초구 서초대로 지하294, 교대역 (서초동)","14번 출구 하단","05:30 ","2400  ","05:30 ","2400  ","가족관계등록부, 제적등본 발급불가","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:44:14"
"501","성동구청민원실2KIOSK","서울특별시 성동구 고산자로 270(행당동)[7번지]","구의회 옆 (외부)","00:00 ","2400  ","00:00 ","2400  ","","http://www.sd.go.kr/sd/main.do?mCode=13A030030000&op=mainSub&lay=5","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-07-27 11:33:22"
"503","청룡동주민센터","서울특별시 관악구 쑥고개로 44(봉천동)","민원실내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-07-06 12:37:49"
"401","서울중앙지방법원","서울특별시 서초구 서초중앙로 157(반포동)[1701번지 1호]","동관 앞","09:00 ","18:00 ","      ","      ","야간,주말 및 공휴일 등 근무시간 이외에는 이용불가","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:34:50"
"526","방화2동주민센터","서울특별시 강서구 개화동로21길 52(방화동)","1층","00:00 ","2400  ","00:00 ","2400  ","","https://www.gangseo.seoul.kr/gs0101071","사용","장애인 편의 기능 포함(일반)","제공","제공","제공","부착","제공","미제공","제공","불가능","2026-08-28 15:28:00"
"527","가산디지털단지역 6번 출입구","서울특별시 금천구 벚꽃로 309, 가산디지털단지역 (가산동)","가산역 6번 출입구 개찰구 옆","05:25 ","02:00 ","05:00 ","02:05 ","","http://www.geumcheon.go.kr/html/048/048001005.html","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-08-21 15:32:33"
"508","성현동주민센터","서울특별시 관악구 구암길 38(봉천동)","민원실내","09:00 ","18:00 ","      ","      ","","http://www.gwanak.go.kr/site/gwanak/03/10301040000002016051203.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","제공","제공","가능","2026-01-29 09:38:58"
"518","이마트양재점","서울특별시 서초구 매헌로 16(양재동)","지하1층 입구","09:00 ","2400  ","09:00 ","2400  ","","http://www.seocho.go.kr/site/seocho/01/10101050000002015070109.jsp","사용","장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품)","제공","제공","제공","부착","제공","미제공","제공","가능","2026-01-26 18:46:42"
